Idiom,Sense,Idiomatic_Sent,Literal_Sent,Idiomatic_Label,Literal_Label
on the ball,understands the situation well,This article about the current problems of the nation is right on the ball .,This article about the current problems of the nation is very accurate .,O O O O O O O O O O B I O I O,O O O O O O O O O O B I O
all day long,during all of the day,The beggar had to beg all day long before getting enough money to feed his hungry children .,The beggar had to beg the whole day before getting enough money to feed his hungry children .,O O O O O B O I O O O O O O O O O O,O O O O O B I O O O O O O O O O O O
all day long,during all of the day,After his innocence was proved he remains happy all day long yet careful .,After his innocence was proved he remains very happy yet careful .,O O O O O O O O B I I O O O,O O O O O O O B O O O O
all day long,during all of the day,"You can find shells of multiple shapes , colors and sizes on the beach all day long .","You can always find shells of multiple shapes , colors and sizes on the beach .",O O O O O O O O O O O O O O B I I O,O O B O O O O O O O O O O O O O
all day long,during all of the day,The police worked very hard all day long to minimize the rampage of the advancing protestors .,The police worked very hard for a long time to minimize the rampage of the advancing protestors .,O O O O O B I O O O O O O O O O O,O O O O O B I O I O O O O O O O O O
all day long,during all of the day,You can happily yet unproductively spend all day long in the never-ending world of social media .,You can happily yet unproductively spend the whole day in the never-ending world of social media .,O O O O O O B O I O O O O O O O O,O O O O O O O B O O O O O O O O O
over and above,to do more than what is expected,Firefighters always go over and above to ensure that people are safe .,Firefighters always do more than necessary to ensure that people are safe .,O O B I I I O O O O O O O,O O B I I I O O O O O O O
over and above,to do more than what is expected,The teacher goes over and above for her students .,The teacher does more than what is expected for her students .,O O B I I I O O O O,O O B I I I I I O O O O
over and above,to do more than what is expected,He earns another $ 500 over and above his salary every month by working overtime .,He earns another $ 500 in addition to his salary every month by working overtime .,O O O O O B I I O O O O O O O O,O O O O O B I I O O O O O O O O
over and above,to do more than what is expected,He has promised me $ 2000 over and above the asking price of the house if I have it painted before I move .,He has promised me $ 2000 in addition to the asking price of the house if I have it painted before I move .,O O O O O O B I I O O O O O O O O O O O O O O O,O O O O O O B I I O O O O O O O O O O O O O O O
shilly-shally,to spend too much time doing something or making a decision because you do not know what is the right thing to do:,Stop taking so long to pick a choice and make a decision now !,Stop shilly-shallying and make a decision now !,O B I I I I O I O O O O O O,O B O O O O O O
shilly-shally,to spend too much time doing something or making a decision because you do not know what is the right thing to do:,Strange that people will have so much faith in such a indecisive decision making !,Strange that people will have so much faith in shilly-shally !,O O O O O O O O O B I I I I O,O O O O O O O O O B O
shilly-shally,To be undecided,It was sheer indecisivness on his part .,It was sheer shilly-shally on his part .,O O O B O O O O,O O O B O O O O
shilly-shally,To be undecided,It is not easy to undo such a decision so you better not take it if you are shilly-shally . ',It is not easy to undo such a decision so you better not take it if you are unsure . ',O O O O O O O O O O O O O O O O O O B O O,O O O O O O O O O O O O O O O O O O B O O
on the other hand,from a different point of view,"On the other hand , maybe buying a large dog was n't such a good idea.I am glad that we decided to go away for the weekend and","From a different point of view , maybe buying a large dog was n't such a good idea.I am glad that we decided to go away for the weekend and",B O I I O O O O O O O O O O O O O O O O O O O O O O O O,B O I I I I O O O O O O O O O O O O O O O O O O O O O O O O
on the other hand,from a different point of view,"ou have a big wedding and But on the other hand , a small wedding would be more intimate .","ou have a big wedding and to introduce a different point of view , a small wedding would be more intimate .",O O O O O O B I I I I O O O O O O O O O,O O O O O O B I O I I I I O O O O O O O O O
on the other hand,from a different point of view,"On the other hand , maybe we should have explored policy alternatives .","Alternatively , maybe we should have explored policy alternatives .",B I I I O O O O O O O O O,B O O O O O O O O O
ginger up,to get excited,As soon as they heard about the picnic the children in the class gingered up .,As soon as they heard about the picnic the children in the class get excited .,O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O B I O
ginger up,to get excited,I got him to ginger up about the vacation that I have been planning for months by showing him the itinerary .,I got him enthusiastic about the vacation that I have been planning for months by showing him the itinerary .,O O O B I I O O O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O O O
ginger up,to get excited,Whenever she meets her sisters children she gingers up .,Whenever she meets her sisters children she gets excited .,O O O O O O O B I O,O O O O O O O B I O
nest egg,"an amount of money that has been saved, especially for future use",The stock market has given me good returns and helped me build a nest egg for my retirement .,The stock market has given me good returns and helped me build savings for my retirement .,O O O O O O O O O O O O B I I O O O O,O O O O O O O O O O O O B O O O O
nest egg,"an amount of money that has been saved, especially for future use",Start investing early and invest regularly in order to build a nest egg for the future .,Start investing early and invest regularly in order to build savings for the future .,O O O O O O O O O O B I I O O O O,O O O O O O O O O O B O O O O
nest egg,"an amount of money that has been saved, especially for future use",The nest egg that he had built over the years helped him tide over his difficulties when he lost his job during the recession .,The savings that he had built over the years helped him tide over his difficulties when he lost his job during the recession .,O B I O O O O O O O O O O O O O O O O O O O O O O,O B O O O O O O O O O O O O O O O O O O O O O O
nest egg,"an amount of money that has been saved, especially for future use",He lost the nest egg he had built diligently over the years in a moment of madness when he invested it in a risky venture which failed .,He lost the saved money he had built diligently over the years in a moment of madness when he invested it in a risky venture which failed .,O O O B I O O O O O O O O O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O O O O O O O O O
out of action,unable to work or function temporarily,I 'm afraid I can not tell you the account balance as the system is out of action .,I 'm afraid I can not tell you the account balance as the system is not currently working .,O O O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O O O B I O
out of action,unable to work or function temporarily,"After suffering an injury in his last match , the player was out of action for several months .","After suffering an injury in his last match , the player had to sit out for several months .",O O O O O O O O O O O B O I I O O O O,O O O O O O O O O O O B I I O O O O O
out of action,unable to work or function temporarily,They had to climb the stairs to the sixteenth floor of their apartment building since the lift was out of action .,They had to climb the stairs to the sixteenth floor of their apartment building since the lift was not working .,O O O O O O O O O O O O O O O O O O B O I O,O O O O O O O O O O O O O O O O O O B I O
out of action,unable to work or function temporarily,"He has been out of action for sometime now , do you think he would be able to come back and perform well now ?","He has been not performing for sometime now , do you think he would be able to come back and perform well now ?",O O O B I I O O O O O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O O O O O
out of action,unable to work or function temporarily,That car has been out of action for almost half the year and we do n't know whether it would function reliably now .,That car has n't been used for almost half the year and we do n't know whether it would function reliably now .,O O O O B I I O O O O O O O O O O O O O O O O O,O O O O O B O O O O O O O O O O O O O O O O O
out of action,unable to work or function temporarily,The footballer slipped and tore his ligament and was told that he would have to be out of action for the rest of the season .,The footballer slipped and tore his ligament and was told that he would have to miss the rest of the season .,O O O O O O O O O O O O O O O B I O I I O O O O O O,O O O O O O O O O O O O O O O B O O O O O O
out of action,unable to work or function temporarily,He had suffered from a heart attack a few months back and it has kept him out of action all the while . ',He had suffered from a heart attack a few months back and it has kept him bed-ridden all the while . ',O O O O O O O O O O O O O O O O B I I O O O O O,O O O O O O O O O O O O O O O O B O O O O O
mend fences,to try and improve a bad relationship with another party,It is always advisable to mend fences with colleagues at work immediately after a disagreement occurs .,It is always advisable to improve the relationship with colleagues at work immediately after a disagreement occurs .,O O O O O B I O O O O O O O O O O,O O O O O B I I O O O O O O O O O O
mend fences,to try and improve a bad relationship with another party,Natalia is someone who is always willing to set her differences aside and mend fences with whomever she has had issues with .,Natalia is someone who is always willing to set her differences aside and make up with whomever she has had issues with .,O O O O O O O O O O O O O B I O O O O O O O O,O O O O O O O O O O O O O B I O O O O O O O O
mend fences,to try and improve a bad relationship with another party,"Why do n't we forgive , forget and mend fences ?","Why do n't we forgive , forget and restore our relationship ?",O O O O O O O O B I O,O O O O O O O O B I I O
mend fences,to try and improve a bad relationship with another party,Jason mended fences with his mother by replacing the teapot that he had broken earlier .,Jason tried to repair his relationship with his mother by replacing the teapot that he had broken earlier .,O B I O O O O O O O O O O O O O,O B I I O I O O O O O O O O O O O O O
mend fences,to try and improve a bad relationship with another party,Mark is very good at mending fences with people he had previously hurt .,Mark is very good at repairing relationships with people he had previously hurt .,O O O O O B I O O O O O O O,O O O O O B I O O O O O O O
pass away,to refer to someone dying in order to avoid upsetting someone with the news of the death,I did n't take the news of my mom passing away too well .,I did n't take the news of my mom dying .,O O O O O O O O O B I I I O,O O O O O O O O O B O
pass away,to refer to someone dying in order to avoid upsetting someone with the news of the death,"As a doctor , the hardest part of my job is to tell people that their loved ones have passed away .","As a doctor , the hardest part of my job is to tell people that their loved ones have died .",O O O O O O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O O O O O O B O
pass away,to refer to someone dying in order to avoid upsetting someone with the news of the death,How do I tell Mary that her baby has passed away ?,How do I tell Mary that her baby died ?,O O O O O O O O B I I O,O O O O O O O O B O
pass away,to refer to someone dying in order to avoid upsetting someone with the news of the death,The illness took a toll on Tobi and no one was that surprised to hear that he had passed away last night .,The illness took a toll on Tobi and no one was that surprised to hear that he had died last night .,O O O O O O O O O O O O O O O O O O B I O O O,O O O O O O O O O O O O O O O O O O B O O O
chill to the marrow,to be very scared,The movie gave me a chill to the marrow and I am not recommending it to anyone and It is horrible .,The movie made me very scared and I am not recommending it to anyone and It is horrible .,O O B O I I O I I O O O O O O O O O O O O O,O O B O I I O O O O O O O O O O O O O
chill to the marrow,to be very scared,"I get a chill to the marrow on even passing by that building , it is just so creepy .","I get so cold on even passing by that building , it is just so creepy .",O O B I I I I O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O
chill to the marrow,to be very scared,"This play will give anyone a chill to the marrow and Trust me , you do not want to go for it alone .","This play will give anyone a scare and Trust me , you do not want to go for it alone .",O O O O O O B O I I O O O O O O O O O O O O O O,O O O O O O B O O O O O O O O O O O O O O
chill to the marrow,to be very scared,"After I came home from the horror movie , I could not sleep and even the slightest movement in the air was giving me a chill to the marrow .","After I came home from the horror movie , I could not sleep and even the slightest movement in the air was giving me a scare .",O O O O O O O O O O O O O O O O O O O O O O O O O B I O I O,O O O O O O O O O O O O O O O O O O O O O O O O O B O
chill to the marrow,to be very scared,Raising your children alone without any support would have been so hard and I just think about it and it gives me a chill to the marrow .,Raising your children alone without any support would have been so hard and I just think about it and it scares me .,O O O O O O O O O O O O O O O O O O O O B O I I I I I O,O O O O O O O O O O O O O O O O O O O O B O O
chill to the marrow,to be very scared,The sight was so dreadful that it has given me a chill to the marrow and I will never step in that street again . ',The sight was so dreadful that it has given me a huge scare and I will never step in that street again . ',O O O O O O O O O O O B I I I O O O O O O O O O O O,O O O O O O O O O O O B I O O O O O O O O O O O
chill to the marrow,to be very scared,The movie gave me a chill to the marrow and I am not recommending it to anyone and It is horrible .,The movie made me very scared and I am not recommending it to anyone and It is horrible .,O O B O I I O I I O O O O O O O O O O O O O,O O B O I I O O O O O O O O O O O O O
chill to the marrow,to be very scared,"This play will give anyone a chill to the marrow and Trust me , you do not want to go for it alone .","This play will give anyone a scare and Trust me , you do not want to go for it alone .",O O O O O O B O I I O O O O O O O O O O O O O O,O O O O O O B O O O O O O O O O O O O O O
chill to the marrow,to be very scared,"After I came home from the horror movie , I could not sleep and even the slightest movement in the air was giving me a chill to the marrow .","After I came home from the horror movie , I could not sleep and even the slightest movement in the air was giving me a cold feeling .",O O O O O O O O O O O O O O O O O O O O O O O O O B I O I O,O O O O O O O O O O O O O O O O O O O O O O O O O B I O
chill to the marrow,to be very scared,Raising your children alone without any support would have been so hard and I just think about it and it gives me a chill to the marrow .,Raising your children alone without any support would have been so hard and I just think about it and it gives me cold chills .,O O O O O O O O O O O O O O O O O O O O O O B I I I I O,O O O O O O O O O O O O O O O O O O O O O O B I O
run out,to not have enough of something,I can not believe that we have run out of milk ! Just when I wanted to make a cup of tea .,I can not believe that we have no milk left ! Just when I wanted to make a cup of tea .,O O O O O O O B I O O O O O O O O O O O O O O,O O O O O O O B O I O O O O O O O O O O O O
run out,to not have enough of something,"I have run out of patients with him , he still has not completed the task that I gave him .","My patience with him has expired , he still has not completed the task that I gave him .",O B I I I I O O O O O O O O O O O O O O O,B I O O O I O O O O O O O O O O O O O
run out,to not have enough of something,We ran out of coffee again !,We have no coffee left again !,O B I I O O O,O B I O I O O
run out,to not have enough of something,Do n't run out of energy on your final race .,Do n't lose your energy on your final race .,O O B I I O O O O O O,O O B O O O O O O O
run out,to leave for a short period of time,"If someone is looking for me , please tell them that I have just run out for a second .","If someone is looking for me , please tell them that I have just left for a second .",O O O O O O O O O O O O O O B I O O O O,O O O O O O O O O O O O O O B O O O O
run out,to leave for a short period of time,"I am just going to run out quickly , I need to move my car before I get a parking ticket .","I am just going to leave and come back quickly , I need to move my car before I get a parking ticket .",O O O O O B I O O O O O O O O O O O O O O O,O O O O O B I I I O O O O O O O O O O O O O O O
run out,to leave for a short period of time,"I am sorry that you missed John , he will be back soon , he has just run out for some milk .","I am sorry that you missed John , he will be back soon , he has just left for some milk .",O O O O O O O O O O O O O O O O O B I O O O O,O O O O O O O O O O O O O O O O O B O O O O
run out,to leave for a short period of time,I 'm going to run out and get some coffee ; I 'll be back later .,I 'm going to leave for a short time and get some coffee ; I 'll be back later .,O O O O B I O O O O O O O O O O O,O O O O B I I I I O O O O O O O O O O O
run out,to leave for a short period of time,"Run out and get us something to eat , would you ?","Go out and get us something to eat , would you ?",B O O O O O O O O O O O,B O O O O O O O O O O O
run out,to leave someone behind (usually a romantic relationship),"I am all alone , my husband has run out on me .",my husband has left me .,B I I I I O O O I I I O O,O O O B O O
run out,to leave someone behind (usually a romantic relationship),"My dad ran out on us when we were very young , I was raised by my grandparents .","My dad left us when we were very young , I was raised by my grandparents .",O O B I I O O O O O O O O O O O O O O,O O B O O O O O O O O O O O O O O
run out,to leave someone behind (usually a romantic relationship),He ran out on his team when they were expecting help from him .,He left his team behind when they were expecting help from him .,O B I I O O O O O O O O O O,O B O O I O O O O O O O O
run out,to not have enough of something,"I can not believe that you let our insurance run out , what if we are in an accident ?","I can not believe that you let our insurance expire , what if we are in an accident ?",O O O O O O O O O B I O O O O O O O O O,O O O O O O O O O B O O O O O O O O O
on edge,"to be nervous, tense or unable to relax",I have been a bit on edge since I found out that they are selling our company,I have been a bit worried since I found out that they are selling our company .,O O O O O B I O O O O O O O O O O,O O O O O B O O O O O O O O O O I
on edge,"to be nervous, tense or unable to relax","I hate working with my new colleague , who puts me on edge .","I hate working with my new colleague , who makes me tense .",O O O O O O O O O B O I I O,O O O O O O O O O B O I O
on edge,"to be nervous, tense or unable to relax",He is on edge because their test results should have been posted online hours ago .,He is anxious because their test results should have been posted online hours ago .,O O B I O O O O O O O O O O O O,O O B O O O O O O O O O O O O
on edge,"to be nervous, tense or unable to relax",We were all on edge as we waited for the surgeon 's report .,We were all tense as we waited for the surgeon 's report .,O O O B I O O O O O O O O O,O O O B O O O O O O O O O
on edge,irritable,I could tell Sheila was on edge as the professor accused her of cheating on the exam .,I could tell Sheila was irritated as the professor accused her of cheating on the exam .,O O O O O O B O O O O O O O O O O O,O O O O O B O O O O O O O O O O O
on edge,"to be nervous, tense or unable to relax","Ever since the accident , she 's been a little on edge when driving .","Ever since the accident , she 's been a little nervous when driving .",O O O O O O O O O O B I O O O,O O O O O O O O O O B O O O
stiff upper lip,to keep your emotions in control and not show when you are upset,"Despite the failure of the team to qualify for the world cup , the coach and the players kept a stiff upper lip .","Despite the failure of the team to qualify for the world cup , the coach and the players kept their calm .",O O O O O O O O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O O O O O O O O B I O
stiff upper lip,to keep your emotions in control and not show when you are upset,"When John saw his poor performance in the exams , he kept a stiff upper lip .","When John saw his poor performance in the exams , he kept calm not showing his frustration .",O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O B I I O I O
stiff upper lip,to keep your emotions in control and not show when you are upset,"After being scolded by her parents in front of all her friends , Lucy struggled to keep a stiff upper lip .","After being scolded by her parents in front of all her friends , Lucy struggled to keep her emotions controlled .",O O O O O O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O O O O O O O B I O
bring home the bacon,to return home with a reward at the end of the day,The lady next door keeps nagging her husband because she brings home the bacon .,The lady next door keeps nagging her husband because she brings home the majority of the money .,O O O O O O O O O O O O O B O,O O O O O O O O O O O O O B I O I O
bring home the bacon,to return home with a reward at the end of the day,The little girl practically brings home the bacon in her family .,The little girl practically brings home enough money for the family .,O O O O O O O B I I O O,O O O O O O B I I O O O
bring home the bacon,to return home with a reward at the end of the day,Mrs Clarke urged her son to go look for a job so that he can bring home the bacon .,Mrs Clarke urged her son to go look for a job so that he can have enough money to take care of his family .,O O O O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O O O O B I I O I I I I I O
not hurt a fly or flea,To not be able to cause harm to anyone,"He is such an innocent little child , he could not hurt a fly .","He is such an innocent little child , he could not hurt anything .",O O O O O O O O O O O O B I O,O O O O O O O O O O O O B O
not hurt a fly or flea,To not be able to cause harm to anyone,"Although he is tough professional but when you know him personally , you would know that he would not hurt a fly .","Although he is tough professionally , but when you know him personally , you would know that he is not capable of hurting anything .",O O O O B O O O O O O O O O O O O O O I I I O,O O O O B O O O O O O O O O O O O O O O I I I I O
not hurt a fly or flea,To not be able to cause harm to anyone,My kid is as sweet as honey and would not hurt a fly .,My kid is as sweet as honey and would not be able to hurt anything .,O O O O O O O O O O O B I O,O O O O O O O O O O B I I O I O
not hurt a fly or flea,To not be able to cause harm to anyone,"His dog is amongst the biggest ones that I have ever seen and And although he is constantly chewing on the home furniture , they say he would not hurt a fly '","His dog is amongst the biggest ones that I have ever seen and And although he is constantly chewing on the home furniture , they say he is harmless '",O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O
smack dab,precisely,I accidentally lost my balance while stepping back and my elbow landed smack dab on her ribs .,I accidentally lost my balance while stepping back and my elbow landed right on her ribs .,O O O O O O O O O O O O B I O O O O,O O O O O O O O O O O O B O O O O
smack dab,precisely,"He was trying to hold me down , that molester and that 's when I got him off balance and punched him smack dab at his nose .","He was trying to hold me down , that molester and that 's when I got him off balance and punched him precisely at his nose .",O O O O O O O O O O O O O O O O O O O O O O B I O O O O,O O O O O O O O O O O O O O O O O O O O O O B O O O O
smack dab,precisely,I want to own a farmhouse smack dab in the middle of woods near the city .,I want to own a farmhouse exactly in the middle of woods near the city .,O O O O O O B I O O O O O O O O O,O O O O O O B O O O O O O O O O
smack dab,precisely,The parachute landed smack dab into the middle of the lake . ',The parachute landed precisely in the middle of the lake . ',O O O B I I O O O O O O O,O O O B I O O O O O O O
spanner in the works,a roadblock that prevents an activity from succeeding,His inability to procure funding for his trial has really thrown a spanner in the works .,His inability to procure funding for his trial has really prevented him from continuing .,O O O O O O O O O O B I I I I I O,O O O O O O O O O O B I I I O
spanner in the works,a roadblock that prevents an activity from succeeding,That will really throw a spanner in the works .,That will really work against us .,O O O B I I I I I O,O O O B I I O
spanner in the works,a roadblock that prevents an activity from succeeding,Jack 's inability to show up for practise is really throwing a spanner in the works .,Jack 's inability to show up for practise is really a roadblock .,O O O O O O O O O O B O I I I I O,O O O O O O O O O O O B O
